scheme,setting,train,test,model,seed,n_train,n_test,macro_f1,bal_acc,acc,f1_SPG,f1_SPC,f1_RS,f1_ES,f1_TubSom,f1_Interst,f1_Sertoli,f1_Myoid,f1_Leydig,f1_Endothelial,f1_Macrophage
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_k30,0,84926,26957,0.3984906006812869,0.4640937013258617,0.4169974403679934,0.2406563354603464,0.3906045437042741,0.3695781342840166,0.5931233892765102,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_only_k30,0,84926,26957,0.3620738615416351,0.4594013893354052,0.3907333902140446,0.2520570773877721,0.4121395671651208,0.1831422114338327,0.6009565901798147,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,expr_mlp,0,84926,26957,0.3787226348185263,0.4291390500560546,0.4050524910041919,0.2143370894269959,0.3870604781997187,0.3234421364985163,0.5900508351488744,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_k15_mlp,0,84926,26957,0.3892681995827625,0.4440717864703437,0.4168119597878102,0.226583850931677,0.4227129337539432,0.3132242432755109,0.5945517703699189,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,sage_k15,0,84926,26957,0.3545174387157407,0.4620235682345192,0.3724450050079756,0.2322256265221148,0.3365961997203257,0.235647635616005,0.6136002930045171,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,expr_mlp,1,84926,26957,0.3752617992325744,0.4328597422394855,0.3975590755647883,0.2170509383378016,0.3629514735209395,0.3270219096564782,0.5940228754150781,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_k15_mlp,1,84926,26957,0.3796679174406453,0.4558085407291398,0.4008606298920503,0.2439941508251514,0.392027972027972,0.2833600700014583,0.5992894769079995,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,sage_k15,1,84926,26957,0.353001466853706,0.4598436880297268,0.3671031642986979,0.2261065266316579,0.3289115926505726,0.2392662291452518,0.6177215189873417,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,expr_mlp,2,84926,26957,0.3742685162856107,0.4327530868320892,0.3957413658789924,0.2163742690058479,0.3608539291453057,0.3312203910055381,0.5886254759857511,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,nbr_k15_mlp,2,84926,26957,0.3930286960797966,0.4543187300845233,0.4198909374188522,0.2399803897536462,0.4218294814527092,0.3028259934012337,0.6074789197115972,,,,,,,
germ4,WT->HU,WT1+WT2+WT3,HU2,sage_k15,2,84926,26957,0.3565004830880744,0.4620236245944112,0.3774529806729235,0.2308256581628494,0.352035203520352,0.2212862465575895,0.6218548241115067,,,,,,,
germ4,HU->HU,HU1,HU2,expr,0,24703,26957,0.4912403873876839,0.5570515597942378,0.5122602663501131,0.3214665878178592,0.5123250152160682,0.4749239668435804,0.6562459796732278,,,,,,,
germ4,HU->HU,HU1,HU2,smooth_a0.25,0,24703,26957,0.4999710970736091,0.567939859154063,0.5210149497347628,0.3335724533715925,0.5204855842185129,0.4815941769584154,0.6642321737459158,,,,,,,
germ4,HU->HU,HU1,HU2,smooth_a0.5,0,24703,26957,0.5061763448475837,0.5727214124974396,0.5279519234336165,0.3421799777805209,0.5284583490388239,0.4890129469058082,0.6650541056651814,,,,,,,
germ4,HU->HU,HU1,HU2,smooth_a0.75,0,24703,26957,0.50142483727919,0.5623431184422047,0.5242423118299514,0.3411414520512488,0.5207259690790947,0.4910735259572469,0.6527584020291693,,,,,,,
germ4,HU->HU,HU1,HU2,smooth_a1.0,0,24703,26957,0.4624406737133548,0.5139966383707426,0.4862929851244574,0.3118918918918918,0.4633256385434507,0.4612418949705006,0.6133032694475761,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_k5,0,24703,26957,0.5182896791403335,0.5807512344889499,0.540230737841748,0.3530015392508979,0.5457380457380457,0.5099218975990744,0.664497233973316,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_only_k5,0,24703,26957,0.4674371476515242,0.5305859496619922,0.4869978113291538,0.3191180033922946,0.4685404264938588,0.4628264842874831,0.6192636764324605,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_k15,0,24703,26957,0.5206047830704548,0.5823138889337227,0.5428274659643135,0.3573749187784275,0.546605122096486,0.5157095177811025,0.6627295736258031,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_only_k15,0,24703,26957,0.4680674217917197,0.5274400946990132,0.4888155210149497,0.3124009267162541,0.4667223191925324,0.4723577235772357,0.6207887176808566,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_k30,0,24703,26957,0.5177297849631357,0.5801543357508472,0.540230737841748,0.3526093088857546,0.5384384834407313,0.512515174287531,0.6673561732385261,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_only_k30,0,24703,26957,0.4573153225867123,0.5145888735385146,0.4784657046407241,0.3023199023199023,0.4561322921451539,0.4633451543514912,0.607463941530302,,,,,,,
germ4,HU->HU,HU1,HU2,expr_mlp,0,24703,26957,0.4846125231557621,0.5214957380857329,0.5161182624179248,0.2985797288573273,0.5367128298928665,0.464383074552566,0.6387744593202883,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_k15_mlp,0,24703,26957,0.5059454460328231,0.5348935437090137,0.5400823533776014,0.3366137778670415,0.5605689063266307,0.4769175712751998,0.6496815286624203,,,,,,,
germ4,HU->HU,HU1,HU2,sage_k15,0,24703,26957,0.5133785795472289,0.5481376913656527,0.5459064435953556,0.333504185887579,0.5590865318475718,0.5064348223989018,0.6544887780548628,,,,,,,
germ4,HU->HU,HU1,HU2,expr_mlp,1,24703,26957,0.4805741034220657,0.5179572688317264,0.5099232110398041,0.2942852857357132,0.5189439036347083,0.4779659084430762,0.631101315874765,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_k15_mlp,1,24703,26957,0.5116860911349408,0.5407644176062636,0.5447193678821828,0.3324789454412303,0.5571353343865192,0.5056236929859267,0.6515063917260873,,,,,,,
germ4,HU->HU,HU1,HU2,sage_k15,1,24703,26957,0.5178565895155165,0.5528216153957828,0.5500983047074971,0.336417157275021,0.5603448275862069,0.5169783603593423,0.6576860128414956,,,,,,,
germ4,HU->HU,HU1,HU2,expr_mlp,2,24703,26957,0.4864149506863676,0.5158995084490393,0.5207181808064696,0.2938775510204082,0.5325005147916809,0.4846907012281397,0.6345910357052418,,,,,,,
germ4,HU->HU,HU1,HU2,nbr_k15_mlp,2,24703,26957,0.50464048419333,0.5374063753657363,0.5374114330229625,0.3352941176470588,0.5512930183588867,0.4842538190364277,0.6477209817309467,,,,,,,
germ4,HU->HU,HU1,HU2,sage_k15,2,24703,26957,0.5125292712709932,0.5589217970791713,0.5419742552954706,0.3414936473504803,0.5540992749581707,0.4907654848862759,0.6637586778890459,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,expr,0,164573,26957,0.3891140065985838,0.4422537579801536,0.4169232481359202,0.2260108282455938,0.3607986056092537,0.3703656353873689,0.5992809571521188,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,smooth_a0.25,0,164573,26957,0.395148770051244,0.4567529958495998,0.4228586267017843,0.2360110803324099,0.3670076726342711,0.3619498717189658,0.6156264555193293,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,smooth_a0.5,0,164573,26957,0.4041399373726033,0.4830615672712054,0.430648811069481,0.2571310458867301,0.3782304162305772,0.3450231721657328,0.6361751152073732,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,smooth_a0.75,0,164573,26957,0.3977981916808976,0.4966335252775373,0.4243053752272137,0.2653795192125686,0.3826468437728491,0.300985368766796,0.6421810349713768,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,smooth_a1.0,0,164573,26957,0.3794730575009657,0.4783029835711512,0.4056831249768149,0.2600913937547601,0.3715376492567622,0.274990541051835,0.6112726459405055,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_k5,0,164573,26957,0.4016266731186204,0.4776057395533977,0.4250472975479467,0.2571727748691099,0.3867614461514943,0.3408034413376812,0.6217690301161963,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_only_k5,0,164573,26957,0.3752179446691925,0.4690511901833852,0.3989687279741811,0.2610628409779753,0.3888772151012117,0.2424994185595782,0.6084323040380047,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_k15,0,164573,26957,0.4010285368174678,0.4771737406012237,0.4246763363875802,0.2558795860771402,0.3871459031373743,0.3387085514834206,0.6223801065719361,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_only_k15,0,164573,26957,0.3601354007659513,0.4709419095677961,0.3902511407055681,0.2663216560509554,0.3926610419177715,0.1694281587220664,0.6121307463730117,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_k30,0,164573,26957,0.3945861536199578,0.4632419604190954,0.4201506102311088,0.240958698908624,0.3798865552659819,0.3396122265921479,0.6178871337130777,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_only_k30,0,164573,26957,0.3487709853587477,0.4599220489450129,0.38579960678117,0.2586658288826055,0.4044389642416769,0.1269953258664785,0.60498382244423,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,expr_mlp,0,164573,26957,0.3762916740505527,0.4331450612407305,0.4057202210928515,0.2166930558697127,0.3529878581064994,0.333776772648663,0.6017090095773355,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_k15_mlp,0,164573,26957,0.3784394678725655,0.4578661476607354,0.4018993211410765,0.2360046012269938,0.3425136079291575,0.317315134032224,0.6179245283018868,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,sage_k15,0,164573,26957,0.3550693705493754,0.4682799949339338,0.3788626330823162,0.236802769254976,0.3043824701195219,0.2480050070411516,0.6310872357818521,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,expr_mlp,1,164573,26957,0.3749219658956448,0.4280943677536455,0.4019364172571131,0.212073958565382,0.3455290963570415,0.3442175100819565,0.5978672985781991,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_k15_mlp,1,164573,26957,0.384907042460609,0.4537850422544845,0.4104685239455429,0.2378530462071204,0.3680322364002686,0.3151278111468082,0.6186150760882387,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,sage_k15,1,164573,26957,0.3612661481501313,0.4725271091919428,0.3832770708906777,0.2385394243801323,0.3278220730172052,0.2417339028634709,0.6369691923397169,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,expr_mlp,2,164573,26957,0.3750045760763398,0.4272583854215899,0.4004896687316838,0.212051366480079,0.341313107371415,0.3539094650205761,0.5927443654332891,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,nbr_k15_mlp,2,164573,26957,0.3850803767915464,0.4587497816726846,0.4113959268464592,0.2456178316381735,0.370148359058894,0.3086981239340534,0.6158571925350643,,,,,,,
germ4,WTDB->HU,WT1+WT2+WT3+DB1+DB2+DB3,HU2,sage_k15,2,164573,26957,0.359334053144961,0.4693328091599861,0.3823496679897615,0.2384127239135673,0.313755929279862,0.2523320895522388,0.6328354698341762,,,,,,,
coarse6,WT->WT,WT2+WT3,WT1,expr,0,68788,29178,0.5122882027006668,0.5273343260424804,0.6319144560970594,0.29665271966527196,0.6518753301637612,0.7356286504764833,0.8178787365090129,0.3341222879684418,0.23757149142102948,,,,,
coarse6,WT->WT,WT2+WT3,WT1,smooth_a0.25,0,68788,29178,0.5200461204466306,0.5341943166910178,0.6450407841524436,0.3034814977008977,0.6592220640035974,0.7462172284644195,0.8247296242613447,0.33243187018930725,0.254194438060216,,,,,
coarse6,WT->WT,WT2+WT3,WT1,smooth_a0.5,0,68788,29178,0.5173216439353633,0.5300286625613296,0.6480910274864624,0.2992089343880875,0.6590858416945373,0.7423232908458864,0.8216789006015784,0.3191681735985534,0.26246472248353714,,,,,
coarse6,WT->WT,WT2+WT3,WT1,smooth_a0.75,0,68788,29178,0.49212845396205385,0.5045864715474728,0.6311261909657961,0.2748292170257488,0.6357997341603899,0.7146017699115044,0.799477038731819,0.2627182991647684,0.26534466477809254,,,,,
coarse6,WT->WT,WT2+WT3,WT1,smooth_a1.0,0,68788,29178,0.4358546925176389,0.4522449343951993,0.5881143327164302,0.20298332845861364,0.5756501182033097,0.6747696006411112,0.7592542846397679,0.15935591338145474,0.24311490978157646,,,,,
coarse6,WT->WT,WT2+WT3,WT1,nbr_k15,0,68788,29178,0.5199450350142226,0.5362505405444393,0.640242648570841,0.29952524816573156,0.6572519083969466,0.7475742874469375,0.82531788640859,0.3379737045630317,0.25202717510409817,,,,,
coarse6,WT->WT,WT2+WT3,WT1,nbr_only_k15,0,68788,29178,0.4505202801657571,0.46670773684176137,0.57697580368771,0.2313208420078649,0.5763379002346529,0.6900064567042112,0.7644871574852697,0.2113646147223418,0.22960470984020184,,,,,
coarse6,WT->WT,WT1+WT3,WT2,expr,0,68359,29607,0.5147335086807067,0.5294914644665464,0.656229945620968,0.3206075533661741,0.6618548700038804,0.7223955084217093,0.8537930349247355,0.30708035003977724,0.22266973532796316,,,,,
coarse6,WT->WT,WT1+WT3,WT2,smooth_a0.25,0,68359,29607,0.5267245318706759,0.539191762759501,0.6757185800655251,0.33657377403326855,0.6771544777837465,0.7345885211053751,0.8638949671772429,0.3046186895810956,0.24351676154332702,,,,,
coarse6,WT->WT,WT1+WT3,WT2,smooth_a0.5,0,68359,29607,0.5250235652222034,0.534141430944025,0.6801769851724254,0.33814823585129056,0.6799516908212561,0.7263908282501653,0.8586307390951221,0.28370126820103336,0.26331862911435355,,,,,
coarse6,WT->WT,WT1+WT3,WT2,smooth_a0.75,0,68359,29607,0.49686699627955705,0.5055263515846125,0.662613571114939,0.3147262094630516,0.6544040675938388,0.6989337822671156,0.8389622641509434,0.21581592171383232,0.25835973248856037,,,,,
coarse6,WT->WT,WT1+WT3,WT2,smooth_a1.0,0,68359,29607,0.4297767976500213,0.44154299576216355,0.6115783429594353,0.22812311406155703,0.5819133034379671,0.6506724336014057,0.7955234320354395,0.12271689497716895,0.19971160778658975,,,,,
coarse6,WT->WT,WT1+WT3,WT2,nbr_k15,0,68359,29607,0.5283119983052117,0.542724462398435,0.6713277265511535,0.3390264730999146,0.6792919533122053,0.7332921747183208,0.8600471420153212,0.3141683778234086,0.2440458688620994,,,,,
coarse6,WT->WT,WT1+WT3,WT2,nbr_only_k15,0,68359,29607,0.4524731658545406,0.46845682220331236,0.5991826257304016,0.27298850574712646,0.5771863702792093,0.6632437330111749,0.8040017741855995,0.1954337899543379,0.20198482194979567,,,,,
coarse6,WT->WT,WT1+WT2,WT3,expr,0,58785,39181,0.5444882502302892,0.5617475747885244,0.6932186518976035,0.33715665559915486,0.7156343792633015,0.7138668295662798,0.8753061518513182,0.3495613280578015,0.2754041570438799,,,,,
coarse6,WT->WT,WT1+WT2,WT3,smooth_a0.25,0,58785,39181,0.5547483267865675,0.566557087836811,0.7068477067966616,0.3456561922365989,0.7248271796795456,0.7205740472744814,0.88137877229689,0.3511994002998501,0.3048543689320388,,,,,
coarse6,WT->WT,WT1+WT2,WT3,smooth_a0.5,0,58785,39181,0.551331670580584,0.5590707807848511,0.70906817079707,0.3531295021610373,0.7255334805003679,0.7153336488405111,0.8772139024304703,0.3222967309304275,0.31448275862068964,,,,,
coarse6,WT->WT,WT1+WT2,WT3,smooth_a0.75,0,58785,39181,0.5234266175993197,0.5275209655434732,0.6911513233454991,0.33909668313338037,0.695384299430097,0.6940759377859104,0.8568649925323886,0.24849506380929448,0.3066427289048474,,,,,
coarse6,WT->WT,WT1+WT2,WT3,smooth_a1.0,0,58785,39181,0.4438949342024112,0.44923889359160135,0.6363798780020928,0.25475728155339805,0.6229924781459646,0.6473333333333333,0.811604142377066,0.11242448121880746,0.21425788858589795,,,,,
coarse6,WT->WT,WT1+WT2,WT3,nbr_k15,0,58785,39181,0.5521965780698027,0.5684689055935234,0.7031979786120824,0.3477043673012318,0.726895119418484,0.7242477025647186,0.8820250979828126,0.3392497712717292,0.2930574098798398,,,,,
coarse6,WT->WT,WT1+WT2,WT3,nbr_only_k15,0,58785,39181,0.45728382292373815,0.47880843062022854,0.6150174829636814,0.2810542489067486,0.6130540068705299,0.6541264989419233,0.8169168401446258,0.17089005235602095,0.20766129032258066,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB1,expr,0,97966,25377,0.5394203136400969,0.5445507631404886,0.6444024116325807,0.4102463054187192,0.6676445934618609,0.7498286497601097,0.8075839802157038,0.39666666666666667,0.20455168631752124,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB1,smooth_a0.25,0,97966,25377,0.5464772714840352,0.5496261395850341,0.6556330535524294,0.41834862385321103,0.6815186695952307,0.7624259689631906,0.8119256687768022,0.40341151385927504,0.20123318385650224,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB1,smooth_a0.5,0,97966,25377,0.5477805848212487,0.5480815987886472,0.6584702683532332,0.42276070964950235,0.678154880739729,0.7652414596838808,0.8062318742834019,0.4068871771635705,0.2074074074074074,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB1,smooth_a0.75,0,97966,25377,0.5117103503229145,0.5095415798943644,0.629467628167238,0.36346060898985016,0.6302264349657715,0.7369952206137009,0.7762429095762429,0.3539156626506024,0.20942126514131898,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB1,smooth_a1.0,0,97966,25377,0.4258747230120983,0.4281912256506315,0.5573156795523505,0.23551401869158878,0.5277865989202921,0.6768693784400591,0.7087829442155517,0.22301565503982423,0.1832797427652733,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB1,nbr_k15,0,97966,25377,0.5473149740153734,0.554149208245566,0.6490916972061316,0.4092753623188406,0.685155668898098,0.7550520514390692,0.8113378368967198,0.4147355912061794,0.20833333333333334,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB1,nbr_only_k15,0,97966,25377,0.4368184631137164,0.44181019165677077,0.5353666706072427,0.29981916817359855,0.5306831758444661,0.6598427533006972,0.7129622980251347,0.24187315298931575,0.17573023034908572,,,,,
coarse6,DB->DB,DB2+DB3,DB1,expr,0,65702,25377,0.5398595423771323,0.5431634515073945,0.6425503408598338,0.4389344262295082,0.6667362270450752,0.7284217016029593,0.7955263157894736,0.4015514487793749,0.2079871348164031,,,,,
coarse6,DB->DB,DB2+DB3,DB1,smooth_a0.25,0,65702,25377,0.5453794626391327,0.5471978115116811,0.6492493202506207,0.44923857868020306,0.6753056745741457,0.7353433835845896,0.7962140992167102,0.4015097900448219,0.2146652497343252,,,,,
coarse6,DB->DB,DB2+DB3,DB1,smooth_a0.5,0,65702,25377,0.5395579566689929,0.5386229551721056,0.6466485400165504,0.44236343366778147,0.6722513089005235,0.7308232857459871,0.7857786938039418,0.38461538461538464,0.22151563328033916,,,,,
coarse6,DB->DB,DB2+DB3,DB1,smooth_a0.75,0,65702,25377,0.49345297407661004,0.49109091786447195,0.6119714702289475,0.36528758829465185,0.6215764164750157,0.6961053595323614,0.7506776776145748,0.3115373437954083,0.21553345874764848,,,,,
coarse6,DB->DB,DB2+DB3,DB1,smooth_a1.0,0,65702,25377,0.40823371416506643,0.41323093751364787,0.5453757339323009,0.24048875312413218,0.5166737019839595,0.6492816776741336,0.6906777043306357,0.16856780735107732,0.1837126405264601,,,,,
coarse6,DB->DB,DB2+DB3,DB1,nbr_k15,0,65702,25377,0.5450181924580172,0.5501272808892629,0.6427867754265674,0.4479166666666667,0.6743989877688739,0.7268920595533499,0.7950623838598354,0.4032187907785994,0.2226202661207779,,,,,
coarse6,DB->DB,DB2+DB3,DB1,nbr_only_k15,0,65702,25377,0.4318388273628894,0.4364593967028232,0.5300862986168577,0.2933840625660537,0.5314144560197616,0.6458348650834498,0.6947057997472265,0.2394460576278758,0.18624772313296903,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB2,expr,0,97966,35629,0.5440879925504611,0.5847294982286483,0.65932246203935,0.38386308068459657,0.7008900589193933,0.7018874011937409,0.8055981595092024,0.4866989117291415,0.18559034326669183,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB2,smooth_a0.25,0,97966,35629,0.5614276138419951,0.5972427719744461,0.6821690196188498,0.4081272084805654,0.7152993900161833,0.7140136486272021,0.8234942236512506,0.5049535603715171,0.2026776519052523,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB2,smooth_a0.5,0,97966,35629,0.5689946873408227,0.5953710077993134,0.6961463975974628,0.4153612935826175,0.717834631071561,0.7147156416390154,0.8323644819066996,0.5155598331729226,0.21813224267211997,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB2,smooth_a0.75,0,97966,35629,0.5284822972113624,0.5431895823816405,0.6695949928429089,0.34347965395706503,0.6747105423522243,0.6743072682431452,0.8112972646106783,0.45507297344821523,0.21202608065684617,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB2,smooth_a1.0,0,97966,35629,0.40649103844739076,0.42374819053823076,0.5805102584972915,0.1402961808261886,0.5504127178232956,0.5896660711831799,0.7480613415863964,0.2520483808037456,0.15846153846153846,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB2,nbr_k15,0,97966,35629,0.5515359851536799,0.5901493558059511,0.6691739874821073,0.39012669287898644,0.7078123065494615,0.7087135589114109,0.8122450535625786,0.4947521865889213,0.1955661124307205,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB2,nbr_only_k15,0,97966,35629,0.41713609016193454,0.44262073217499043,0.5468859636812708,0.2281607904783292,0.5441845961958216,0.5850329585110507,0.7314976800791055,0.2679087696755541,0.14603174603174604,,,,,
coarse6,DB->DB,DB1+DB3,DB2,expr,0,55450,35629,0.5488741146011942,0.5909920843910103,0.6540458615173034,0.4080560420315236,0.7008168175774077,0.7070834982192323,0.7939502611678491,0.5055384615384615,0.17779960707269155,,,,,
coarse6,DB->DB,DB1+DB3,DB2,smooth_a0.25,0,55450,35629,0.5633603971640483,0.60067092169392,0.6745347890763143,0.42911153119092627,0.7141779788838613,0.7157927396835246,0.8134661628306424,0.5181182453909726,0.18949572500436224,,,,,
coarse6,DB->DB,DB1+DB3,DB2,smooth_a0.5,0,55450,35629,0.5686963678250555,0.5967555411709077,0.687164949900362,0.43718189124028933,0.7180509689077201,0.7073442964506288,0.8228899065490153,0.5262458471760797,0.20046529662659945,,,,,
coarse6,DB->DB,DB1+DB3,DB2,smooth_a0.75,0,55450,35629,0.5223459354641465,0.5411312798046138,0.6595750652558309,0.33876442634080106,0.6724307088545499,0.6634933774834437,0.8031254564042647,0.4504932407745707,0.20576840292724924,,,,,
coarse6,DB->DB,DB1+DB3,DB2,smooth_a1.0,0,55450,35629,0.40018367853193393,0.42466116930737674,0.5731005641471835,0.12489660876757651,0.5496239222161071,0.5909652258693533,0.7392286995515696,0.23932676518883417,0.15706084959816302,,,,,
coarse6,DB->DB,DB1+DB3,DB2,nbr_k15,0,55450,35629,0.5551712199680927,0.5983674148494235,0.6634483145752056,0.4290876242095754,0.7105897273303742,0.7082748948106592,0.802865440464666,0.48884197828709286,0.19136765470618824,,,,,
coarse6,DB->DB,DB1+DB3,DB2,nbr_only_k15,0,55450,35629,0.4157905069863115,0.44731022578801,0.5406831513654607,0.25761772853185594,0.5405645417063114,0.5936374990816251,0.7212349807520317,0.23703206311901964,0.1446562287270252,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB3,expr,0,97966,30073,0.5564898175859029,0.5788799312682388,0.7058823529411765,0.4191593352883676,0.7230968134458894,0.7709325549239514,0.857064321055525,0.3476297968397291,0.22105608396195475,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB3,smooth_a0.25,0,97966,30073,0.5666645066869755,0.5836814925647067,0.7235393874904399,0.4232081911262799,0.7369450714823176,0.7874465049928673,0.8670911800569029,0.3492757584039355,0.23602033405954975,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB3,smooth_a0.5,0,97966,30073,0.5669691230184978,0.5787259708762721,0.7299903567984571,0.4259958071278826,0.7410050550104074,0.7854693996644541,0.8674321969527724,0.3322012966965113,0.24971098265895952,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB3,smooth_a0.75,0,97966,30073,0.5303230189844933,0.536907180855036,0.7067469158381272,0.3901869158878505,0.7017621470176215,0.7475687691025285,0.8502206531332744,0.2502768549280177,0.24192277383766744,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB3,smooth_a1.0,0,97966,30073,0.44595214055666244,0.45171406633026184,0.6425364945299771,0.26246719160104987,0.6107119045855248,0.6801641218806753,0.8011774382061383,0.14138923140156187,0.17980295566502463,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB3,nbr_k15,0,97966,30073,0.5612466268052457,0.5824082387849944,0.7136966714328468,0.41286660359508043,0.7365174877773599,0.7772300107841627,0.8613152010222243,0.34462982273201254,0.23492063492063492,,,,,
coarse6,WT->DB,WT1+WT2+WT3,DB3,nbr_only_k15,0,97966,30073,0.4504633210941214,0.4700472191619253,0.6119775213646793,0.29320066334991707,0.5906419357300969,0.6781724323907851,0.7985713631576538,0.16184971098265896,0.18034382095361662,,,,,
coarse6,DB->DB,DB1+DB2,DB3,expr,0,61006,30073,0.5588602513830138,0.585838262762545,0.7108369633890865,0.4316797214969539,0.7045366119368143,0.7848332571950662,0.8677287209831589,0.31984478935698446,0.244538407329105,,,,,
coarse6,DB->DB,DB1+DB2,DB3,smooth_a0.25,0,61006,30073,0.5691412832587183,0.5931744149214286,0.7266983673062215,0.44432773109243695,0.7201550387596899,0.7951215884583922,0.8761527734041118,0.31835205992509363,0.2607385079125848,,,,,
coarse6,DB->DB,DB1+DB2,DB3,smooth_a0.5,0,61006,30073,0.564467294110411,0.5857319877103175,0.730389385827819,0.4446827524575514,0.7224276032039433,0.7908082408874801,0.8755632891625396,0.28477064220183484,0.26855123674911663,,,,,
coarse6,DB->DB,DB1+DB2,DB3,smooth_a0.75,0,61006,30073,0.5203013221262199,0.5414179576622042,0.705716090845609,0.41220495106505467,0.6894599969404925,0.7534378437843784,0.8541547151493756,0.15688032272523533,0.2556701030927835,,,,,
coarse6,DB->DB,DB1+DB2,DB3,smooth_a1.0,0,61006,30073,0.4417468152581394,0.45778277387965854,0.6419712034050478,0.2999781992587748,0.598634236169723,0.6833740025061004,0.8037748977994259,0.0728667305848514,0.19185282522996058,,,,,
coarse6,DB->DB,DB1+DB2,DB3,nbr_k15,0,61006,30073,0.5579276844323157,0.58871538560417,0.7120340504771722,0.43260798960701524,0.707556117609864,0.7877611940298508,0.866563156452644,0.2930559804221474,0.2600216684723727,,,,,
coarse6,DB->DB,DB1+DB2,DB3,nbr_only_k15,0,61006,30073,0.4408080066131285,0.4811132099062944,0.6046619891597114,0.3226412562072205,0.5545996029119789,0.6878172588832487,0.7977949691944226,0.08244994110718493,0.19954501137471564,,,,,
coarse6,WT->HU,WT1+WT2+WT3,HU1,expr,0,97966,30464,0.29869884236195887,0.330809123773618,0.3289128151260504,0.13771929824561405,0.30936358392616803,0.31763386599383236,0.5061671996345363,0.23541559112028912,0.2858935152513134,,,,,
